name,team,span,mat,inns,no,runs,hs,ave,100,50,0
CB Lambert,WI,1991-1998,5,9,0,284,104,31.55,1,1,1
HR Lance,SA,1962-1970,13,22,1,591,70,28.14,0,5,1
JL Langer,AUS,1993-2007,105,182,12,7696,250,45.27,23,30,11
CK Langeveldt,SA,2005-2006,6,4,2,16,10,8.00,0,0,1
GRA Langley,AUS,1951-1956,26,37,12,374,53,14.96,0,1,3
James Langridge,ENG,1933-1946,8,9,0,242,70,26.88,0,1,0
ACB Langton,SA,1935-1939,15,23,4,298,73*,15.68,0,2,5
BC Lara,ICC/WI,1990-2006,131,232,6,11953,400*,52.88,34,48,17
W Larkins,ENG,1980-1991,13,25,1,493,64,20.54,0,3,6
GR Larsen,NZ,1994-1996,8,13,4,127,26*,14.11,0,0,2
JDF Larter,ENG,1962-1965,10,7,2,16,10,3.20,0,0,2
H Larwood,ENG,1926-1933,21,28,3,485,98,19.40,0,2,4
PD Lashley,WI,1960-1966,4,7,0,159,49,22.71,0,0,1
RT Latham,NZ,1992-1993,4,7,0,219,119,31.28,1,0,1
TWM Latham,NZ,2014-2023,74,130,6,5150,264*,41.53,13,27,10
MN Lathwell,ENG,1993-1993,2,4,0,78,33,19.50,0,0,1
TJ Laughlin,AUS,1978-1978,3,5,0,87,35,17.40,0,0,0
FJ Laver,AUS,1899-1909,15,23,6,196,45,11.52,0,0,4
SG Law,AUS,1995-1995,1,1,1,54,54*,-,0,1,0
DV Lawrence,ENG,1988-1992,5,6,0,60,34,10.00,0,0,0
DW Lawrence,ENG,2021-2022,11,21,2,551,91,29.00,0,4,5
GB Lawrence,SA,1961-1962,5,8,0,141,43,17.62,0,0,2
WM Lawry,AUS,1961-1971,67,123,12,5234,210,47.15,13,27,6
GF Lawson,AUS,1980-1989,46,68,12,894,74,15.96,0,4,6
JJC Lawson,WI,2002-2005,13,21,6,52,14,3.46,0,0,6
VVS Laxman,IND,1996-2012,134,225,34,8781,281,45.97,17,56,14
MJ Leach,ENG,2018-2023,34,53,19,446,92,13.11,0,1,7
E Leadbeater,ENG,1951-1952,2,2,0,40,38,20.00,0,0,0
B Lee,AUS,1999-2008,76,90,18,1451,64,20.15,0,5,14
HW Lee,ENG,1931-1931,1,2,0,19,18,9.50,0,0,0
PK Lee,AUS,1931-1933,2,3,0,57,42,19.00,0,0,1
AZ Lees,ENG,2022-2022,10,19,0,453,67,23.84,0,2,0
WK Lees,NZ,1976-1983,21,37,4,778,152,23.57,1,1,4
WS Lees,ENG,1906-1906,5,9,3,66,25*,11.00,0,0,0
RA Legall,WI,1953-1953,4,5,0,50,23,10.00,0,0,0
IB Leggat,NZ,1954-1954,1,1,0,0,0,0.00,0,0,1
JG Leggat,NZ,1952-1956,9,18,2,351,61,21.93,0,2,1
GB Legge,ENG,1927-1930,5,7,1,299,196,49.83,1,0,2
DS Lehmann,AUS,1998-2004,27,42,2,1798,177,44.95,5,10,2
FL le Roux,SA,1914-1914,1,2,0,1,1,0.50,0,0,1
CFH Leslie,ENG,1882-1883,4,7,0,106,54,15.14,0,1,1
JK Lever,ENG,1976-1986,21,31,5,306,53,11.76,0,1,2
P Lever,ENG,1970-1975,17,18,2,350,88*,21.87,0,2,1
HDG Leveson Gower,ENG,1910-1910,3,6,2,95,31,23.75,0,0,0
WHV Levett,ENG,1934-1934,1,2,1,7,5,7.00,0,0,0
AR Lewis,ENG,1972-1973,9,16,2,457,125,32.64,1,3,2
CC Lewis,ENG,1990-1996,32,51,3,1105,117,23.02,1,4,6
DM Lewis,WI,1971-1971,3,5,2,259,88,86.33,0,3,0
J Lewis,ENG,2006-2006,1,2,0,27,20,13.50,0,0,0
PT Lewis,SA,1913-1913,1,2,0,0,0,0.00,0,0,2
RN Lewis,WI,1997-2008,5,10,0,89,40,8.90,0,0,4
SH Lewis,WI,2018-2018,2,4,0,24,20,6.00,0,0,2
M Leyland,ENG,1928-1938,41,65,5,2764,187,46.06,9,10,6
Liaqat Ali,PAK,1975-1978,5,7,3,28,12,7.00,0,0,1
GFJ Liebenberg,SA,1998-1998,5,8,0,104,45,13.00,0,0,2
DK Lillee,AUS,1971-1984,70,90,24,905,73*,13.71,0,1,10
AFA Lilley,ENG,1896-1909,35,52,8,903,84,20.52,0,4,10
James Lillywhite jnr,ENG,1877-1877,2,3,1,16,10,8.00,0,0,0
GF Linde,SA,2019-2021,3,6,0,135,37,22.50,0,0,0
DT Lindsay,SA,1963-1970,19,31,1,1130,182,37.66,3,5,2
JD Lindsay,SA,1947-1947,3,5,2,21,9*,7.00,0,0,2
NV Lindsay,SA,1921-1921,1,2,0,35,29,17.50,0,0,0
RR Lindwall,AUS,1946-1960,61,84,13,1502,118,21.15,2,5,9
WVS Ling,SA,1921-1923,6,10,0,168,38,16.80,0,0,3
AF Lissette,NZ,1956-1956,2,4,2,2,1*,1.00,0,0,2
Litton Das,BAN,2015-2023,38,66,1,2319,141,35.67,3,15,1
LS Livingstone,ENG,2022-2022,1,2,1,16,9,16.00,0,0,0
DK Liyanage,SL,1992-2001,9,9,0,69,23,7.66,0,0,1
CB Llewellyn,SA,1896-1912,15,28,1,544,90,20.14,0,4,6
CH Lloyd,WI,1966-1985,110,175,14,7515,242*,46.67,19,39,4
D Lloyd,ENG,1974-1975,9,15,2,552,214*,42.46,1,0,0
TA Lloyd,ENG,1984-1984,1,1,1,10,10*,-,0,0,0
PJ Loader,ENG,1954-1959,13,19,6,76,17,5.84,0,0,3
ACI Lock,ZIM,1995-1995,1,2,1,8,8*,8.00,0,0,1
GAR Lock,ENG,1952-1968,49,63,9,742,89,13.74,0,3,8
WH Lockwood,ENG,1893-1902,12,16,3,231,52*,17.76,0,1,3
AL Logie,WI,1983-1991,52,78,9,2470,130,35.79,2,16,8
GA Lohmann,ENG,1886-1896,18,26,2,213,62*,8.87,0,1,7
KS Lokuarachchi,SL,2003-2004,4,5,1,94,28*,23.50,0,0,0
HSB Love,AUS,1933-1933,1,2,0,8,5,4.00,0,0,0
ML Love,AUS,2002-2003,5,8,3,233,100*,46.60,1,1,2
GR Loveridge,NZ,1996-1996,1,1,1,4,4*,-,0,0,0
TC Lowry,NZ,1930-1931,7,8,0,223,80,27.87,0,2,2
FA Lowson,ENG,1951-1955,7,13,0,245,68,18.84,0,2,2
SJE Loxton,AUS,1948-1951,12,15,0,554,101,36.93,1,3,1
AP Lucas,ENG,1879-1884,5,9,1,157,55,19.62,0,1,0
BW Luckhurst,ENG,1970-1974,21,41,5,1298,131,36.05,4,5,4
EB Lundie,SA,1914-1914,1,2,1,1,1,1.00,0,0,0
NM Lyon,AUS,2011-2023,119,148,43,1337,47,12.73,0,0,17
JJ Lyons,AUS,1887-1897,14,27,0,731,134,27.07,1,3,1
A Lyth,ENG,2015-2015,7,13,0,265,107,20.38,1,0,1
Hon.A Lyttelton,ENG,1880-1884,4,7,1,94,31,15.66,0,0,0
PA McAlister,AUS,1904-1909,8,16,1,252,41,16.80,0,0,0
CG Macartney,AUS,1907-1926,35,55,4,2131,170,41.78,7,9,1
GG Macaulay,ENG,1923-1933,8,10,4,112,76,18.66,0,1,1
MJ Macaulay,SA,1965-1965,1,2,0,33,21,16.50,0,0,0
AR McBrine,IRE,2019-2023,5,10,0,171,72,17.10,0,1,1
JCW MacBryan,ENG,1924-1924,1,-,-,-,-,-,-,-,-
SJ McCabe,AUS,1930-1938,39,62,5,2748,232,48.21,6,13,4
MJ McCague,ENG,1993-1994,3,5,0,21,11,4.20,0,0,2
CN McCarthy,SA,1948-1951,15,24,15,28,5,3.11,0,0,6
JE McConnon,ENG,1954-1954,2,3,1,18,11,9.00,0,0,0
CL McCool,AUS,1946-1950,14,17,4,459,104*,35.30,1,1,0
EL McCormick,AUS,1935-1938,12,14,5,54,17*,6.00,0,0,3
RB McCosker,AUS,1975-1980,25,46,5,1622,127,39.56,4,9,5
BB McCullum,NZ,2004-2016,101,176,9,6453,302,38.64,12,31,14
CJ McDermott,AUS,1984-1996,71,90,13,940,42*,12.20,0,0,13
AB McDonald,AUS,2009-2009,4,6,1,107,68,21.40,0,1,1
CC McDonald,AUS,1952-1961,47,83,4,3107,170,39.32,5,17,2
EA McDonald,AUS,1921-1921,11,12,5,116,36,16.57,0,0,1
PS McDonnell,AUS,1880-1888,19,34,1,955,147,28.93,3,2,6
PE McEwan,NZ,1980-1984,4,7,1,96,40*,16.00,0,0,1
CP McGahey,ENG,1902-1902,2,4,0,38,18,9.50,0,0,1
BE McGain,AUS,2009-2009,1,2,0,2,2,1.00,0,0,1
NC McGarrell,WI,2001-2001,4,6,2,61,33,15.25,0,0,1
AR MacGibbon,NZ,1951-1958,26,46,5,814,66,19.85,0,3,7
SCG MacGill,AUS,1998-2008,44,47,11,349,43,9.69,0,0,12
HM McGirr,NZ,1930-1930,2,1,0,51,51,51.00,0,1,0
DJ McGlew,SA,1951-1962,34,64,6,2440,255*,42.06,7,10,4
A McGrath,ENG,2003-2003,4,5,0,201,81,40.20,0,2,0
GD McGrath,AUS,1993-2007,124,138,51,641,61,7.36,0,1,35
G MacGregor,ENG,1890-1893,8,11,3,96,31,12.00,0,0,1
SN McGregor,NZ,1955-1965,25,47,2,892,111,19.82,1,3,5
J McIlwraith,AUS,1886-1886,1,2,0,9,7,4.50,0,0,0
TG McIntosh,NZ,2008-2011,17,33,2,854,136,27.54,2,4,5
AJW McIntyre,ENG,1950-1955,3,6,0,19,7,3.16,0,0,1
PE McIntyre,AUS,1995-1996,2,4,1,22,16,7.33,0,0,2
AJ McKay,NZ,2010-2010,1,2,1,25,20*,25.00,0,0,0
CJ McKay,AUS,2009-2009,1,1,0,10,10,10.00,0,0,0
KD Mackay,AUS,1956-1963,37,52,7,1507,89,33.48,0,13,6
GD McKenzie,AUS,1961-1971,60,89,12,945,76,12.27,0,2,15
ND McKenzie,SA,2000-2009,58,94,7,3253,226,37.39,5,16,9
TR McKibbin,AUS,1895-1898,5,8,2,88,28*,14.66,0,0,2
AH McKinnon,SA,1960-1967,8,13,7,107,27,17.83,0,0,0
FA MacKinnon,ENG,1879-1879,1,2,0,5,5,2.50,0,0,1
AC MacLaren,ENG,1894-1909,35,61,4,1931,140,33.87,5,8,4
JW McLaren,AUS,1912-1912,1,2,2,0,0*,-,0,0,0
R McLaren,SA,2010-2014,2,3,1,47,33*,23.50,0,0,0
JA Maclean,AUS,1978-1979,4,8,1,79,33*,11.28,0,0,2
NAM McLean,WI,1998-2001,19,32,2,368,46,12.26,0,0,6
RA McLean,SA,1951-1964,40,73,3,2120,142,30.28,5,10,11
CE McLeod,AUS,1894-1905,17,29,5,573,112,23.87,1,4,5
EG McLeod,NZ,1930-1930,1,2,1,18,16,18.00,0,0,0
RW McLeod,AUS,1892-1893,6,11,0,146,31,13.27,0,0,0
TG McMahon,NZ,1955-1956,5,7,4,7,4*,2.33,0,0,2
JEP McMaster,ENG,1889-1889,1,1,0,0,0,0.00,0,0,1
BM McMillan,SA,1992-1998,38,62,12,1968,113,39.36,3,13,3
CD McMillan,NZ,1997-2005,55,91,10,3116,142,38.46,6,19,7
Q McMillan,SA,1929-1932,13,21,4,306,50*,18.00,0,1,4
EDAS McMorris,WI,1958-1966,13,21,0,564,125,26.85,1,3,1
DAN McRae,NZ,1946-1946,1,2,0,8,8,4.00,0,0,1
PG McShane,AUS,1885-1888,3,6,1,26,12*,5.20,0,0,3
CA McWatt,WI,1954-1955,6,9,2,202,54,28.85,0,2,0
S Madan Lal,IND,1974-1986,39,62,16,1042,74,22.65,0,5,7
NJ Maddinson,AUS,2016-2016,3,4,0,27,22,6.75,0,0,1
LV Maddocks,AUS,1954-1956,7,12,2,177,69,17.70,0,1,3
DL Maddy,ENG,1999-2000,3,4,0,46,24,11.50,0,0,0
W Madhevere,ZIM,2021-2021,2,3,0,0,0,0.00,0,0,3
TN Madondo,ZIM,1998-2000,3,4,1,90,74*,30.00,0,1,1
IS Madray,WI,1958-1958,2,3,0,3,2,1.00,0,0,1
RS Madugalle,SL,1982-1988,21,39,4,1029,103,29.40,1,7,4
MAWR Madurasinghe,SL,1988-1992,3,6,1,24,11,4.80,0,0,1
JN Maguire,AUS,1983-1984,3,5,1,28,15*,7.00,0,0,2
RS Mahanama,SL,1986-1998,52,89,1,2576,225,29.27,4,11,7
KA Maharaj,SA,2016-2023,49,78,6,1129,84,15.68,0,5,12
MF Maharoof,SL,2004-2011,22,34,4,556,72,18.53,0,3,1
Mahbubul Alam,BAN,2008-2008,4,7,3,5,2,1.25,0,0,2
S Mahmood,ENG,2022-2022,2,2,1,52,49,52.00,0,0,0
SI Mahmood,ENG,2006-2007,8,11,1,81,34,8.10,0,0,3
Mahmood Hussain,PAK,1952-1962,27,39,6,336,35,10.18,0,0,8
Mahmudullah,BAN,2009-2021,50,94,7,2914,150*,33.49,5,16,11
Mahmudul Hasan Joy,BAN,2021-2022,8,14,0,363,137,25.92,1,2,5
NB Mahwire,ZIM,2002-2005,10,17,6,147,50*,13.36,0,1,2
AA Mailey,AUS,1920-1926,21,29,9,222,46*,11.10,0,0,3
Majid Khan,PAK,1964-1983,63,106,5,3931,167,38.92,8,19,9
ES Maka,IND,1952-1953,2,1,1,2,2*,-,0,0,0
JWH Makepeace,ENG,1920-1921,4,8,0,279,117,34.87,1,2,0
T Makoni,ZIM,2023-2023,2,4,0,43,33,10.75,0,0,1
DJ Malan,ENG,2017-2022,22,39,0,1074,140,27.53,1,9,2
PJ Malan,SA,2020-2020,3,6,0,156,84,26.00,0,1,0
DE Malcolm,ENG,1989-1997,40,58,19,236,29,6.05,0,0,16
AO Malhotra,IND,1982-1985,7,10,1,226,72*,25.11,0,1,2
SL Malinga,SL,2004-2010,30,37,13,275,64,11.45,0,1,9
NA Mallender,ENG,1992-1992,2,3,0,8,4,2.66,0,0,0
AA Mallett,AUS,1968-1980,38,50,13,430,43*,11.62,0,0,10
MF Malone,AUS,1977-1977,1,1,0,46,46,46.00,0,0,0
Maninder Singh,IND,1982-1993,35,38,12,99,15,3.80,0,0,11
SV Manjrekar,IND,1987-1996,37,61,6,2043,218,37.14,4,9,3
VL Manjrekar,IND,1951-1965,55,92,10,3208,189*,39.12,7,15,11
Manjural Islam,BAN,2001-2004,17,33,11,81,21,3.68,0,0,10
AV Mankad,IND,1969-1978,22,42,3,991,97,25.41,0,6,3
MH Mankad,IND,1946-1959,44,72,5,2109,231,31.47,5,6,7
AL Mann,AUS,1977-1978,4,8,0,189,105,23.62,1,0,2
FG Mann,ENG,1948-1949,7,12,2,376,136*,37.60,1,0,0
FT Mann,ENG,1922-1923,5,9,1,281,84,35.12,0,2,0
NBF Mann,SA,1947-1951,19,31,1,400,52,13.33,0,1,4
GA Manou,AUS,2009-2009,1,2,1,21,13*,21.00,0,0,0
PNF Mansell,SA,1951-1955,13,22,2,355,90,17.75,0,2,3
Mansoor Akhtar,PAK,1980-1990,19,29,3,655,111,25.19,1,3,4
MK Mantri,IND,1951-1955,4,8,1,67,39,9.57,0,0,2
Manjural Islam Rana,BAN,2004-2004,6,11,1,257,69,25.70,0,1,2
Manzoor Elahi,PAK,1984-1995,6,10,2,123,52,15.37,0,1,3
Mohammad Ali,PAK,2022-2022,2,4,2,0,0*,0.00,0,0,2
Maqsood Ahmed,PAK,1952-1955,16,27,1,507,99,19.50,0,2,2
A Maregwede,ZIM,2004-2004,2,4,0,74,28,18.50,0,0,1
DA Marillier,ZIM,2000-2002,5,7,1,186,73,31.00,0,2,0
LA Markham,SA,1949-1949,1,1,0,20,20,20.00,0,0,0
AK Markram,SA,2017-2023,35,64,1,2285,152,36.26,6,10,6
VJ Marks,ENG,1982-1984,6,10,1,249,83,27.66,0,3,0
AP Marr,AUS,1885-1885,1,2,0,5,5,2.50,0,0,1
CS Marriott,ENG,1933-1933,1,1,0,0,0,0.00,0,0,1
GR Marsh,AUS,1985-1992,50,93,7,2854,138,33.18,4,15,3
MR Marsh,AUS,2014-2019,32,55,5,1260,181,25.20,2,3,6
RW Marsh,AUS,1970-1984,96,150,13,3633,132,26.51,3,16,12
SE Marsh,AUS,2011-2019,38,68,2,2265,182,34.31,6,10,10
HJH Marshall,NZ,2000-2006,13,19,2,652,160,38.35,2,2,1
JAH Marshall,NZ,2005-2008,7,11,0,218,52,19.81,0,1,2
MD Marshall,WI,1978-1991,81,107,11,1810,92,18.85,0,10,15
NE Marshall,WI,1955-1955,1,2,0,8,8,4.00,0,0,1
RE Marshall,WI,1951-1952,4,7,0,143,30,20.42,0,0,1
XM Marshall,WI,2005-2009,7,12,0,243,85,20.25,0,2,1
Marshall Ayub,BAN,2013-2014,3,6,0,125,41,20.83,0,0,0
BP Martin,NZ,2013-2013,5,6,1,74,41,14.80,0,0,1
CS Martin,NZ,2000-2013,71,104,52,123,12*,2.36,0,0,36
F Martin,ENG,1890-1892,2,2,0,14,13,7.00,0,0,0
FR Martin,WI,1928-1931,9,18,1,486,123*,28.58,1,0,1
JW Martin,ENG,1947-1947,1,2,0,26,26,13.00,0,0,1
JW Martin,AUS,1960-1967,8,13,1,214,55,17.83,0,1,3
PJ Martin,ENG,1995-1997,8,13,0,115,29,8.84,0,0,2
EA Martindale,WI,1933-1939,10,14,3,58,22,5.27,0,0,3
DR Martyn,AUS,1992-2006,67,109,14,4406,165,46.37,13,23,7
T Maruma,ZIM,2013-2021,4,7,0,68,41,9.71,0,0,3
WFE Marx,SA,1921-1921,3,6,0,125,36,20.83,0,0,1
H Masakadza,ZIM,2001-2018,38,76,2,2223,158,30.04,5,8,10
SW Masakadza,ZIM,2012-2014,5,9,1,88,24,11.00,0,0,3
WP Masakadza,ZIM,2018-2023,3,6,1,44,17,8.80,0,0,0
Mashrafe Mortaza,BAN,2001-2009,36,67,5,797,79,12.85,0,3,12
JR Mason,ENG,1897-1898,5,10,0,129,32,12.90,0,0,1
MJ Mason,NZ,2004-2004,1,2,0,3,3,1.50,0,0,1
Masood Anwar,PAK,1990-1990,1,2,0,39,37,19.50,0,0,0
HH Massie,AUS,1881-1885,9,16,0,249,55,15.56,0,1,2
RAL Massie,AUS,1972-1973,6,8,1,78,42,11.14,0,0,3
PS Masvaure,ZIM,2016-2021,8,15,1,346,65,24.71,0,3,2
EZ Matambanadzo,ZIM,1996-1999,3,5,1,17,7,4.25,0,0,1
AM Matheson,NZ,1930-1931,2,1,0,7,7,7.00,0,0,0
AD Mathews,SL,2009-2023,104,184,25,7218,200*,45.39,15,38,5
W Mathias,PAK,1955-1962,21,36,3,783,77,23.72,0,3,3
S Matsikenyeri,ZIM,2003-2005,8,16,1,351,57,23.40,0,2,0
ADG Matthews,ENG,1937-1937,1,1,1,2,2*,-,0,0,0
CD Matthews,AUS,1986-1988,3,5,0,54,32,10.80,0,0,1
CR Matthews,SA,1992-1995,18,25,6,348,62*,18.31,0,1,4
GRJ Matthews,AUS,1983-1993,33,53,8,1849,130,41.08,4,12,2
TJ Matthews,AUS,1912-1912,8,10,1,153,53,17.00,0,1,1
EH Mattis,WI,1981-1981,4,5,0,145,71,29.00,0,1,1
B Mavuta,ZIM,2018-2023,4,7,0,82,56,11.71,0,1,2
TMK Mawoyo,ZIM,2011-2016,11,22,1,615,163*,29.28,1,3,2
GJ Maxwell,AUS,2013-2017,7,14,1,339,104,26.07,1,0,0
PBH May,ENG,1951-1961,66,106,9,4537,285*,46.77,13,22,8
TBA May,AUS,1987-1995,24,28,12,225,42*,14.06,0,0,3
KR Mayers,WI,2021-2023,18,32,3,949,210*,32.72,2,2,5
MP Maynard,ENG,1988-1994,4,8,0,87,35,10.87,0,0,2
ER Mayne,AUS,1912-1921,4,4,1,64,25*,21.33,0,0,0
LC Mayne,AUS,1965-1970,6,11,3,76,13,9.50,0,0,1
M Mbangwa,ZIM,1996-2000,15,25,8,34,8,2.00,0,0,9
JA McCollum,IRE,2019-2023,5,10,0,151,39,15.10,0,0,1
CP Mead,ENG,1911-1928,17,26,2,1185,182*,49.37,4,3,3
W Mead,ENG,1899-1899,1,2,0,7,7,3.50,0,0,1
T Meale,NZ,1958-1958,2,4,0,21,10,5.25,0,0,0
I Meckiff,AUS,1957-1963,18,20,7,154,45*,11.84,0,0,2
KR Meherhomji,IND,1936-1936,1,1,1,0,0*,-,0,0,0
Mehidy Hasan Miraz,BAN,2016-2023,38,70,7,1197,103,19.00,1,4,6
VL Mehra,IND,1955-1964,8,14,1,329,62,25.30,0,2,1
Mehrab Hossain,BAN,2000-2003,9,18,0,241,71,13.38,0,1,2
Mehrab Hossain jnr,BAN,2007-2009,7,13,1,243,83,20.25,0,1,1
DJ Meintjes,SA,1923-1923,2,3,0,43,21,14.33,0,0,0
MG Melle,SA,1950-1953,7,12,4,68,17,8.50,0,0,1
A Melville,SA,1938-1949,11,19,2,894,189,52.58,4,3,2
BAW Mendis,SL,2008-2014,19,19,6,213,78,16.38,0,1,2
BKG Mendis,SL,2015-2023,58,109,4,3938,245,37.50,9,17,12
LRD Mendis,SL,1982-1988,24,43,1,1329,124,31.64,4,8,2
PHKD Mendis,SL,2022-2022,1,1,0,61,61,61.00,0,1,0
RTM Mendis,SL,2021-2023,12,16,1,275,45*,18.33,0,0,2
IL Mendonca,WI,1962-1962,2,2,0,81,78,40.50,0,1,0
JM Mennie,AUS,2016-2016,1,2,0,10,10,5.00,0,0,1
VM Merchant,IND,1933-1951,10,18,0,859,154,47.72,3,3,2
WE Merritt,NZ,1930-1931,6,8,1,73,19,10.42,0,0,1
CA Merry,WI,1933-1933,2,4,0,34,13,8.50,0,0,0
KO Meth,ZIM,2013-2013,2,4,1,72,31*,24.00,0,0,0
KD Meuleman,AUS,1946-1946,1,1,0,0,0,0.00,0,0,1
EM Meuli,NZ,1953-1953,1,2,0,38,23,19.00,0,0,0
PL Mhambrey,IND,1996-1996,2,3,1,58,28,29.00,0,0,0
J Middleton,SA,1896-1902,6,12,5,52,22,7.42,0,0,2
WE Midwinter,AUS/ENG,1877-1887,12,21,1,269,37,13.45,0,0,1
BD Milburn,NZ,1969-1969,3,3,2,8,4*,8.00,0,0,1
C Milburn,ENG,1966-1969,9,16,2,654,139,46.71,2,2,1
AG Milkha Singh,IND,1960-1961,4,6,0,92,35,15.33,0,0,0
AM Miller,ENG,1896-1896,1,2,2,24,20*,-,0,0,0
CR Miller,AUS,1998-2001,18,24,3,174,43,8.28,0,0,7
G Miller,ENG,1976-1984,34,51,4,1213,98*,25.80,0,7,5
KR Miller,AUS,1946-1956,55,87,7,2958,147,36.97,7,13,5
LSM Miller,NZ,1953-1958,13,25,0,346,47,13.84,0,0,5
NO Miller,WI,2009-2009,1,2,0,5,5,2.50,0,0,1
RC Miller,WI,1953-1953,1,1,0,23,23,23.00,0,0,0
FW Milligan,ENG,1899-1899,2,4,0,58,38,14.50,0,0,0
G Millman,ENG,1961-1962,6,7,2,60,32*,12.00,0,0,2
CH Mills,SA,1892-1892,1,2,0,25,21,12.50,0,0,0
JE Mills,NZ,1930-1933,7,10,1,241,117,26.77,1,0,2
KD Mills,NZ,2004-2009,19,30,5,289,57,11.56,0,1,5
CA Milton,ENG,1958-1959,6,9,1,204,104*,25.50,1,0,0
WH Milton,SA,1889-1892,3,6,0,68,21,11.33,0,0,0
MJ Mindley,WI,2022-2022,1,2,1,11,11*,11.00,0,0,1
RB Minnett,AUS,1911-1912,9,15,0,391,90,26.06,0,3,3
Miran Bakhsh,PAK,1955-1955,2,3,2,1,1*,1.00,0,0,1
SF Mire,ZIM,2017-2017,2,4,0,78,47,19.50,0,0,1
Mir Hamza,PAK,2018-2023,3,6,3,8,4*,2.66,0,0,2
Misbah-ul-Haq,PAK,2001-2017,75,132,20,5222,161*,46.62,10,39,9
A Mishra,IND,2008-2016,22,32,2,648,84,21.60,0,4,4
FM Misson,AUS,1960-1961,5,5,3,38,25*,19.00,0,0,1
A Mitchell,ENG,1933-1936,6,10,0,298,72,29.80,0,2,1
B Mitchell,SA,1929-1949,42,80,9,3471,189*,48.88,8,21,3
DJ Mitchell,NZ,2019-2023,18,27,4,1316,190,57.21,5,8,1
F Mitchell,ENG/SA,1899-1912,5,10,0,116,41,11.60,0,0,1
TB Mitchell,ENG,1933-1935,5,6,2,20,9,5.00,0,0,1
NS Mitchell-Innes,ENG,1935-1935,1,1,0,5,5,5.00,0,0,0
A Mithun,IND,2010-2011,4,5,0,120,46,24.00,0,0,1
RS Modi,IND,1946-1952,10,17,1,736,112,46.00,1,6,0
Mohammad Abbas,PAK,2017-2021,25,36,16,110,29,5.50,0,0,5
Mohammad Akram,PAK,1995-2001,9,15,6,24,10*,2.66,0,0,5
Mohammad Amir,PAK,2009-2019,36,67,11,751,48,13.41,0,0,7
Mohammad Ashraful,BAN,2001-2013,61,119,5,2737,190,24.00,6,8,16
Mohammad Asif,PAK,2005-2010,23,38,13,141,29,5.64,0,0,14
Mohammad Aslam,PAK,1954-1954,1,2,0,34,18,17.00,0,0,0
Mohammad Ayub,PAK,2012-2012,1,2,0,47,25,23.50,0,0,0
Mohammad Farooq,PAK,1960-1965,7,9,4,85,47,17.00,0,0,1
Mohammad Hafeez,PAK,2003-2018,55,105,8,3652,224,37.64,10,12,8
Mohammad Hussain,PAK,1996-1998,2,3,0,18,17,6.00,0,0,1
Mohammad Ilyas,PAK,1964-1969,10,19,0,441,126,23.21,1,2,1
Mohammad Irfan,PAK,2013-2013,4,7,2,28,14,5.60,0,0,2
Mohammad Khalil,PAK,2004-2005,2,4,1,9,5,3.00,0,0,1
Mohammad Mithun,BAN,2018-2021,10,18,0,333,67,18.50,0,2,4
Mohammad Munaf,PAK,1959-1962,4,7,2,63,19,12.60,0,0,0
Mohammad Nabi,AFG,2018-2019,3,6,0,33,24,5.50,0,0,3
Mohammad Naim,BAN,2022-2022,1,2,0,24,24,12.00,0,0,1
Mohammad Nawaz,PAK,2016-2022,6,10,1,144,45,16.00,0,0,1
Mohammad Nazir,PAK,1969-1983,14,18,10,144,29*,18.00,0,0,3
Mohammad Rafique,BAN,2000-2008,33,63,6,1059,111,18.57,1,4,8
Mohammad Ramzan,PAK,1997-1997,1,2,0,36,29,18.00,0,0,0
Mohammad Rizwan,PAK,2016-2022,27,43,7,1373,115*,38.13,2,7,3
Mohammad Salim,BAN,2003-2003,2,4,1,49,26,16.33,0,0,1
Mohammad Salman,PAK,2011-2011,2,4,0,25,13,6.25,0,0,1
Mohammad Sami,PAK,2001-2012,36,56,14,487,49,11.59,0,0,8
Mohammad Shahid,BAN,2015-2015,5,6,1,57,25,11.40,0,0,0
Mohammad Shahzad,AFG,2018-2019,2,4,0,69,40,17.25,0,0,0
Mohammad Sharif,BAN,2001-2007,10,20,3,122,24*,7.17,0,0,7
Mohammad Talha,PAK,2009-2014,4,5,1,34,19,8.50,0,0,1
Mohammad Wasim,PAK,1996-2000,18,28,2,783,192,30.11,2,2,3
Mohammad Wasim,PAK,2022-2022,2,4,1,55,43,18.33,0,0,0
Mohammad Yousuf,PAK,1998-2010,90,156,12,7530,223,52.29,24,33,11
Mohammad Zahid,PAK,1996-2003,5,6,1,7,6*,1.40,0,0,4
D Mohammed,WI,2004-2006,5,8,1,225,52,32.14,0,1,0
Mohammed Shami,IND,2013-2023,63,87,26,724,56*,11.86,0,2,18
Mohammed Siraj,IND,2020-2023,18,25,10,79,16*,5.26,0,0,6
DS Mohanty,IND,1997-1997,2,1,1,0,0*,-,0,0,0
Mohsin Kamal,PAK,1984-1994,9,11,7,37,13*,9.25,0,0,1
Mohsin Khan,PAK,1978-1986,48,79,6,2709,200,37.10,7,9,3
Moin Khan,PAK,1990-2004,69,104,8,2741,137,28.55,4,15,5
AM Moir,NZ,1951-1959,17,30,8,327,41*,14.86,0,0,5
AW Mold,ENG,1893-1893,3,3,1,0,0*,0.00,0,0,2
DAR Moloney,NZ,1937-1937,3,6,0,156,64,26.00,0,1,1
